"time_now","wd_avg_2mins","ws_avg_2mins","wd_avg_10mins","ws_avg_10mins","wd_maxsp_this_min","ws_maxsp_this_min","ws_avg_2_mins_helper","ws_avg_10_mins_helper","ws_maxsp_this_min_helper","water_this_min_rat","water_this_hour_rat","water_this_min_rat1","water_this_hour_rat1","water_this_min_by_weight","water_this_hour_by_weight","air_temp_by_box","sp_ventilation","air_temp_ventilation","wet_bulb_temp","value_humicap","relative_humidity","water_vapor_pressure","dew_temp","station_pressure","grass_temp","ground_temp_pt","ground_temp_infrared","ground_tem_5cm","ground_tem_10cm","ground_tem_15cm","ground_tem_20cm","ground_tem_40cm","ground_tem_80cm","ground_tem_160cm","ground_tem_320cm","water_lever_evaporation_this_min","water_evaporation_this_hour","visibility_avg_this_min","visibility_avg_10_mins","cloud_height","total_cloud_amount","low_cloud_amount","code_weather","snow_depth","freezing_rain","ice_accretion_on_wires","frozen_soil_depth","frequency_lightning","sign_of_data_quality","crlf"
"2001"," 320","  13"," 323","  15"," 325","  18","----","----","----","0000","0000","----","----","0000","0000","  34","----","----","----","----","40","  31"," -89","10317","----"," -10","----","  24","  57","  75","  86","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2002"," 329","  13"," 325","  14"," 333","  16","----","----","----","0000","0000","----","----","0000","0000","  34","----","----","----","----","41","  32"," -86","10317","----"," -10","----","  24","  57","  75","  86","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2003"," 338","  11"," 327","  14"," 343","  18","----","----","----","0000","0000","----","----","0000","0000","  34","----","----","----","----","41","  32"," -86","10318","----"," -11","----","  24","  57","  75","  86","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2004"," 337","  12"," 328","  14"," 330","  21","----","----","----","0000","0000","----","----","0000","0000","  33","----","----","----","----","41","  32"," -87","10317","----"," -11","----","  23","  57","  75","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2005"," 339","  12"," 330","  14"," 348","  13","----","----","----","0000","0000","----","----","0000","0000","  33","----","----","----","----","41","  32"," -87","10317","----"," -11","----","  23","  57","  75","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2006"," 347","   9"," 332","  13"," 346","  12","----","----","----","0000","0000","----","----","0000","0000","  33","----","----","----","----","42","  32"," -84","10317","----"," -12","----","  23","  57","  75","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2007"," 342","   8"," 333","  12"," 338","  12","----","----","----","0000","0000","----","----","0000","0000","  32","----","----","----","----","42","  32"," -85","10317","----"," -11","----","  23","  57","  75","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2008"," 340","   9"," 335","  11"," 342","  15","----","----","----","0000","0000","----","----","0000","0000","  32","----","----","----","----","42","  32"," -85","10317","----"," -12","----","  23","  57","  75","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2009"," 337","   8"," 335","  11"," 332","  10","----","----","----","0000","0000","----","----","0000","0000","  31","----","----","----","----","42","  32"," -86","10317","----"," -12","----","  23","  57","  75","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2010"," 329","   8"," 336","  10"," 325","  13","----","----","----","0000","0000","----","----","0000","0000","  31","----","----","----","----","42","  32"," -86","10317","----"," -13","----","  23","  56","  75","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2011"," 335","  10"," 338","  10"," 346","  13","----","----","----","0000","0000","----","----","0000","0000","  31","----","----","----","----","42","  32"," -86","10318","----"," -13","----","  23","  56","  75","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2012"," 347","  10"," 340","  10"," 349","  12","----","----","----","0000","0000","----","----","0000","0000","  31","----","----","----","----","42","  32"," -86","10318","----"," -14","----","  23","  56","  75","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2013"," 342","  12"," 339","  10"," 334","  19","----","----","----","0000","0000","----","----","0000","0000","  30","----","----","----","----","42","  32"," -87","10318","----"," -14","----","  22","  56","  75","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2014"," 341","  12"," 341","  10"," 349","  15","----","----","----","0000","0000","----","----","0000","0000","  30","----","----","----","----","42","  32"," -87","10318","----"," -14","----","  22","  56","  75","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2015"," 339","  10"," 339","   9"," 330","  14","----","----","----","0000","0000","----","----","0000","0000","  29","----","----","----","----","43","  32"," -84","10318","----"," -14","----","  22","  56","  74","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2016"," 328","  10"," 337","  10"," 325","  14","----","----","----","0000","0000","----","----","0000","0000","  29","----","----","----","----","43","  32"," -84","10318","----"," -15","----","  22","  56","  74","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2017"," 335","  10"," 338","  10"," 344","  12","----","----","----","0000","0000","----","----","0000","0000","  29","----","----","----","----","44","  33"," -81","10318","----"," -15","----","  22","  56","  74","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2018"," 348","  11"," 339","  10"," 352","  18","----","----","----","0000","0000","----","----","0000","0000","  28","----","----","----","----","44","  33"," -82","10318","----"," -15","----","  22","  56","  74","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2019"," 343","  16"," 339","  11"," 335","  21","----","----","----","0000","0000","----","----","0000","0000","  28","----","----","----","----","44","  33"," -82","10318","----"," -15","----","  22","  56","  74","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2020"," 337","  18"," 340","  12"," 340","  24","----","----","----","0000","0000","----","----","0000","0000","  28","----","----","----","----","44","  33"," -82","10318","----"," -16","----","  22","  56","  74","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2021"," 340","  18"," 340","  13"," 339","  21","----","----","----","0000","0000","----","----","0000","0000","  28","----","----","----","----","43","  32"," -85","10318","----"," -16","----","  21","  56","  74","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2022"," 342","  16"," 339","  13"," 345","  18","----","----","----","0000","0000","----","----","0000","0000","  28","----","----","----","----","44","  33"," -82","10318","----"," -16","----","  21","  56","  74","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2023"," 345","  14"," 341","  13"," 346","  19","----","----","----","0000","0000","----","----","0000","0000","  28","----","----","----","----","43","  32"," -85","10318","----"," -16","----","  21","  55","  74","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2024"," 338","  15"," 339","  14"," 330","  22","----","----","----","0000","0000","----","----","0000","0000","  28","----","----","----","----","44","  33"," -82","10318","----"," -16","----","  21","  55","  74","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2025"," 332","  21"," 339","  16"," 334","  31","----","----","----","0000","0000","----","----","0000","0000","  28","----","----","----","----","43","  32"," -85","10318","----"," -16","----","  21","  55","  74","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2026"," 341","  25"," 341","  17"," 347","  35","----","----","----","0000","0000","----","----","0000","0000","  28","----","----","----","----","42","  31"," -88","10318","----"," -15","----","  21","  55","  74","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2027"," 342","  29"," 340","  19"," 336","  43","----","----","----","0000","0000","----","----","0000","0000","  29","----","----","----","----","42","  32"," -87","10318","----"," -14","----","  21","  55","  74","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2028"," 342","  29"," 340","  21"," 347","  39","----","----","----","0000","0000","----","----","0000","0000","  30","----","----","----","----","41","  31"," -90","10318","----"," -13","----","  21","  55","  74","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2029"," 342","  28"," 340","  22"," 336","  35","----","----","----","0000","0000","----","----","0000","0000","  31","----","----","----","----","41","  31"," -89","10318","----"," -12","----","  20","  55","  74","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2030"," 336","  26"," 340","  22"," 336","  36","----","----","----","0000","0000","----","----","0000","0000","  31","----","----","----","----","40","  31"," -92","10318","----"," -12","----","  20","  55","  74","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2031"," 335","  21"," 339","  23"," 334","  32","----","----","----","0000","0000","----","----","0000","0000","  32","----","----","----","----","40","  31"," -91","10318","----"," -12","----","  20","  55","  74","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2032"," 337","  18"," 338","  23"," 339","  23","----","----","----","0000","0000","----","----","0000","0000","  32","----","----","----","----","40","  31"," -91","10319","----"," -11","----","  20","  55","  74","  85","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2033"," 345","  21"," 339","  24"," 351","  39","----","----","----","0000","0000","----","----","0000","0000","  31","----","----","----","----","40","  31"," -92","10318","----"," -12","----","  20","  55","  73","  84","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2034"," 345","  23"," 340","  24"," 340","  29","----","----","----","0000","0000","----","----","0000","0000","  31","----","----","----","----","40","  31"," -92","10318","----"," -12","----","  20","  55","  73","  84","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2035"," 341","  20"," 341","  24"," 343","  24","----","----","----","0000","0000","----","----","0000","0000","  31","----","----","----","----","40","  31"," -92","10318","----"," -11","----","  20","  54","  73","  84","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2036"," 344","  22"," 341","  24"," 345","  35","----","----","----","0000","0000","----","----","0000","0000","  31","----","----","----","----","40","  31"," -92","10317","----"," -11","----","  20","  54","  73","  84","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2037"," 350","  22"," 343","  22"," 355","  29","----","----","----","0000","0000","----","----","0000","0000","  31","----","----","----","----","40","  31"," -92","10317","----"," -12","----","  20","  54","  73","  84","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
"2038"," 352","  21"," 343","  22"," 349","  31","----","----","----","0000","0000","----","----","0000","0000","  31","----","----","----","----","40","  31"," -92","10317","----"," -11","----","  20","  54","  73","  84","----","----","----","----","----","----","-----","-----","-----","----","----","------------","----","----","----","----","----","000000NNN00NN000NNNN0000N0N0011NNNNNNNNNNNNNNNNN",""
